Batch ID,Product,Line ID,Shift,Operator,Start Time,End Time,Ambient Temp (°C),Step No.,Process Step,Raw Materials (kg),Lot Number(s),Quantity Deviation (%),Equipment Used,Equipment ID/Model,Control Parameter,Setpoint Value,Measured Value,Unit,Tolerance Range,Alarm (Y/N),Alarm Type,SPC Status,Sensor Calibrated (Y/N),Energy Consumption (kWh),Maintenance Flag (Y/N),Operator Notes,Quality Check (Y/N)
BRE-031,Bread,Line-3,B,Op-404,2025-01-16 11:00:00,2025-01-16 11:20:00,17.9,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6308,1.62,Industrial Oven,MIWE Aero,Oven Temp,230.0,233.8,°C,200 to 250,N,None,In Control,N,8.19,N,Operator verified,Y
BRE-031,Bread,Line-3,B,Op-404,2025-01-16 11:00:00,2025-01-16 11:20:00,17.9,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6308,1.62,Industrial Oven,MIWE Aero,Baking Time,25.0,26.83,min,20 to 30,N,None,In Control,N,7.5,N,Minor deviation corrected,Y
BRE-032,Bread,Line-1,A,Op-202,2025-01-17 16:00:00,2025-01-17 16:20:00,21.1,1,Milling,Wheat (1000),Wheat-LOT4790,1.01,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.4,mm,0.19999999999999998 to 0.4,N,None,Out of Control,Y,6.97,N,Minor deviation corrected,Y
BRE-032,Bread,Line-1,A,Op-202,2025-01-17 16:00:00,2025-01-17 16:20:00,21.1,1,Milling,Wheat (1000),Wheat-LOT4790,1.01,Roller Mill,Bühler MDDK,Feed Rate,200.0,201.53,kg,190.0 to 210.0,N,None,In Control,Y,7.49,N,Routine maintenance soon,Y
BRE-032,Bread,Line-1,A,Op-202,2025-01-17 16:20:00,2025-01-17 16:40:00,21.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6798, Water-LOT3490, Yeast-LOT2900",-0.29,Dough Mixer,Diosna SP120,Rotation Speed,80.0,77.82,rpm,60 to 120,N,None,In Control,Y,7.19,N,Operator verified,Y
BRE-032,Bread,Line-1,A,Op-202,2025-01-17 16:20:00,2025-01-17 16:40:00,21.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6798, Water-LOT3490, Yeast-LOT2900",-0.29,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.4,°C,25 to 27,N,None,In Control,Y,6.48,N,Sensor recalibrated,Y
BRE-032,Bread,Line-1,A,Op-202,2025-01-17 16:40:00,2025-01-17 17:00:00,21.1,3,Fermentation,Dough (1000),Dough-LOT1903,-1.01,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.8,°C,30 to 35,N,None,In Control,Y,6.58,N,Filter check done,Y
BRE-032,Bread,Line-1,A,Op-202,2025-01-17 16:40:00,2025-01-17 17:00:00,21.1,3,Fermentation,Dough (1000),Dough-LOT1903,-1.01,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,79.29,%,75 to 85,N,None,In Control,N,6.2,N,Routine maintenance soon,Y
BRE-032,Bread,Line-1,A,Op-202,2025-01-17 17:00:00,2025-01-17 17:20:00,21.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7935,0.54,Industrial Oven,MIWE Aero,Oven Temp,230.0,216.2,°C,200 to 250,N,None,In Control,N,8.49,N,Operator verified,Y
BRE-032,Bread,Line-1,A,Op-202,2025-01-17 17:00:00,2025-01-17 17:20:00,21.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7935,0.54,Industrial Oven,MIWE Aero,Baking Time,25.0,24.54,min,20 to 30,N,None,In Control,N,8.28,N,Equipment stable,Y
BRE-033,Bread,Line-2,A,Op-101,2025-01-17 11:00:00,2025-01-17 11:20:00,23.4,1,Milling,Wheat (1000),Wheat-LOT3788,-1.52,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,6.09,N,Adjustment required,Y
BRE-033,Bread,Line-2,A,Op-101,2025-01-17 11:00:00,2025-01-17 11:20:00,23.4,1,Milling,Wheat (1000),Wheat-LOT3788,-1.52,Roller Mill,Bühler MDDK,Feed Rate,200.0,198.7,kg,190.0 to 210.0,N,None,In Control,N,6.04,Y,Filter check done,Y
BRE-033,Bread,Line-2,A,Op-101,2025-01-17 11:20:00,2025-01-17 11:40:00,23.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3043, Water-LOT7263, Yeast-LOT7148",5.73,Dough Mixer,Diosna SP120,Rotation Speed,80.0,81.03,rpm,60 to 120,N,None,In Control,Y,6.29,N,Sensor recalibrated,Y
BRE-033,Bread,Line-2,A,Op-101,2025-01-17 11:20:00,2025-01-17 11:40:00,23.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3043, Water-LOT7263, Yeast-LOT7148",5.73,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.5,°C,25 to 27,N,None,In Control,Y,5.97,N,Adjustment required,Y
BRE-033,Bread,Line-2,A,Op-101,2025-01-17 11:40:00,2025-01-17 12:00:00,23.4,3,Fermentation,Dough (1000),Dough-LOT4715,-1.98,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.6,°C,30 to 35,N,None,In Control,Y,6.68,Y,Minor deviation corrected,Y
BRE-033,Bread,Line-2,A,Op-101,2025-01-17 11:40:00,2025-01-17 12:00:00,23.4,3,Fermentation,Dough (1000),Dough-LOT4715,-1.98,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,81.75,%,75 to 85,N,None,In Control,Y,6.54,N,Minor deviation corrected,Y
BRE-033,Bread,Line-2,A,Op-101,2025-01-17 12:00:00,2025-01-17 12:20:00,23.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3182,0.75,Industrial Oven,MIWE Aero,Oven Temp,230.0,229.7,°C,200 to 250,N,None,In Control,N,6.94,N,Routine maintenance soon,Y
BRE-033,Bread,Line-2,A,Op-101,2025-01-17 12:00:00,2025-01-17 12:20:00,23.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3182,0.75,Industrial Oven,MIWE Aero,Baking Time,25.0,25.84,min,20 to 30,N,None,In Control,Y,6.66,N,Filter check done,Y
BRE-034,Bread,Line-1,A,Op-404,2025-01-18 06:00:00,2025-01-18 06:20:00,21.8,1,Milling,Wheat (1000),Wheat-LOT8418,3.94,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,7.87,N,Minor deviation corrected,Y
BRE-034,Bread,Line-1,A,Op-404,2025-01-18 06:00:00,2025-01-18 06:20:00,21.8,1,Milling,Wheat (1000),Wheat-LOT8418,3.94,Roller Mill,Bühler MDDK,Feed Rate,200.0,198.06,kg,190.0 to 210.0,N,None,In Control,Y,7.6,N,Filter check done,Y
BRE-034,Bread,Line-1,A,Op-404,2025-01-18 06:20:00,2025-01-18 06:40:00,21.8,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3501, Water-LOT6399, Yeast-LOT5052",-1.3,Dough Mixer,Diosna SP120,Rotation Speed,80.0,65.3,rpm,60 to 120,N,None,In Control,N,7.27,Y,Adjustment required,Y
BRE-034,Bread,Line-1,A,Op-404,2025-01-18 06:20:00,2025-01-18 06:40:00,21.8,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3501, Water-LOT6399, Yeast-LOT5052",-1.3,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.7,°C,25 to 27,N,None,In Control,Y,6.9,N,Routine maintenance soon,Y
BRE-034,Bread,Line-1,A,Op-404,2025-01-18 06:40:00,2025-01-18 07:00:00,21.8,3,Fermentation,Dough (1000),Dough-LOT1882,-1.53,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.4,°C,30 to 35,N,None,In Control,N,7.47,N,Equipment stable,Y
BRE-034,Bread,Line-1,A,Op-404,2025-01-18 06:40:00,2025-01-18 07:00:00,21.8,3,Fermentation,Dough (1000),Dough-LOT1882,-1.53,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,77.67,%,75 to 85,N,None,In Control,Y,7.98,Y,Equipment stable,Y
BRE-034,Bread,Line-1,A,Op-404,2025-01-18 07:00:00,2025-01-18 07:20:00,21.8,4,Baking,Fermented Dough (1000),Fermented Dough-LOT2731,2.04,Industrial Oven,MIWE Aero,Oven Temp,230.0,226.7,°C,200 to 250,N,None,In Control,N,7.06,N,Filter check done,Y
BRE-034,Bread,Line-1,A,Op-404,2025-01-18 07:00:00,2025-01-18 07:20:00,21.8,4,Baking,Fermented Dough (1000),Fermented Dough-LOT2731,2.04,Industrial Oven,MIWE Aero,Baking Time,25.0,28.53,min,20 to 30,N,None,Out of Control,N,7.0,N,All normal,Y
BRE-035,Bread,Line-2,B,Op-404,2025-01-18 08:00:00,2025-01-18 08:20:00,23.2,1,Milling,Wheat (1000),Wheat-LOT8129,3.83,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,8.66,N,Operator verified,Y
BRE-035,Bread,Line-2,B,Op-404,2025-01-18 08:00:00,2025-01-18 08:20:00,23.2,1,Milling,Wheat (1000),Wheat-LOT8129,3.83,Roller Mill,Bühler MDDK,Feed Rate,200.0,193.41,kg,190.0 to 210.0,N,None,In Control,N,8.68,N,Filter check done,Y
BRE-035,Bread,Line-2,B,Op-404,2025-01-18 08:20:00,2025-01-18 08:40:00,23.2,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT1860, Water-LOT1315, Yeast-LOT8152",-1.43,Dough Mixer,Diosna SP120,Rotation Speed,80.0,79.8,rpm,60 to 120,N,None,In Control,Y,6.29,Y,Adjustment required,Y
BRE-035,Bread,Line-2,B,Op-404,2025-01-18 08:20:00,2025-01-18 08:40:00,23.2,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT1860, Water-LOT1315, Yeast-LOT8152",-1.43,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.6,°C,25 to 27,N,None,In Control,N,6.5,N,Operator verified,Y
BRE-035,Bread,Line-2,B,Op-404,2025-01-18 08:40:00,2025-01-18 09:00:00,23.2,3,Fermentation,Dough (1000),Dough-LOT4191,3.84,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.2,°C,30 to 35,N,None,In Control,N,7.12,N,Routine maintenance soon,Y
BRE-035,Bread,Line-2,B,Op-404,2025-01-18 08:40:00,2025-01-18 09:00:00,23.2,3,Fermentation,Dough (1000),Dough-LOT4191,3.84,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,75.98,%,75 to 85,N,None,Out of Control,Y,8.72,N,Sensor recalibrated,Y
BRE-035,Bread,Line-2,B,Op-404,2025-01-18 09:00:00,2025-01-18 09:20:00,23.2,4,Baking,Fermented Dough (1000),Fermented Dough-LOT8632,1.35,Industrial Oven,MIWE Aero,Oven Temp,230.0,225.5,°C,200 to 250,N,None,In Control,N,5.71,N,Equipment stable,Y
BRE-035,Bread,Line-2,B,Op-404,2025-01-18 09:00:00,2025-01-18 09:20:00,23.2,4,Baking,Fermented Dough (1000),Fermented Dough-LOT8632,1.35,Industrial Oven,MIWE Aero,Baking Time,25.0,23.2,min,20 to 30,N,None,In Control,Y,6.54,N,Routine maintenance soon,Y
BRE-036,Bread,Line-2,C,Op-303,2025-01-19 10:00:00,2025-01-19 10:20:00,26.1,1,Milling,Wheat (1000),Wheat-LOT1745,-1.78,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,5.99,N,Operator verified,Y
BRE-036,Bread,Line-2,C,Op-303,2025-01-19 10:00:00,2025-01-19 10:20:00,26.1,1,Milling,Wheat (1000),Wheat-LOT1745,-1.78,Roller Mill,Bühler MDDK,Feed Rate,200.0,198.82,kg,190.0 to 210.0,N,None,In Control,N,7.37,N,Equipment stable,Y
BRE-036,Bread,Line-2,C,Op-303,2025-01-19 10:20:00,2025-01-19 10:40:00,26.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3857, Water-LOT9984, Yeast-LOT6218",-1.25,Dough Mixer,Diosna SP120,Rotation Speed,80.0,65.74,rpm,60 to 120,N,None,In Control,Y,9.22,N,Sensor recalibrated,Y
BRE-036,Bread,Line-2,C,Op-303,2025-01-19 10:20:00,2025-01-19 10:40:00,26.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3857, Water-LOT9984, Yeast-LOT6218",-1.25,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.2,°C,25 to 27,N,None,In Control,N,8.99,N,Operator verified,Y
BRE-036,Bread,Line-2,C,Op-303,2025-01-19 10:40:00,2025-01-19 11:00:00,26.1,3,Fermentation,Dough (1000),Dough-LOT3381,2.26,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.6,°C,30 to 35,N,None,In Control,N,7.01,N,Sensor recalibrated,Y
BRE-036,Bread,Line-2,C,Op-303,2025-01-19 10:40:00,2025-01-19 11:00:00,26.1,3,Fermentation,Dough (1000),Dough-LOT3381,2.26,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,78.12,%,75 to 85,N,None,In Control,N,6.69,N,Routine maintenance soon,Y
BRE-036,Bread,Line-2,C,Op-303,2025-01-19 11:00:00,2025-01-19 11:20:00,26.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT8177,0.14,Industrial Oven,MIWE Aero,Oven Temp,230.0,211.9,°C,200 to 250,N,None,Out of Control,Y,6.48,N,Adjustment required,Y
BRE-036,Bread,Line-2,C,Op-303,2025-01-19 11:00:00,2025-01-19 11:20:00,26.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT8177,0.14,Industrial Oven,MIWE Aero,Baking Time,25.0,26.18,min,20 to 30,N,None,In Control,Y,5.98,N,Adjustment required,Y
BRE-037,Bread,Line-1,B,Op-101,2025-01-19 15:00:00,2025-01-19 15:20:00,20.6,1,Milling,Wheat (1000),Wheat-LOT3879,0.22,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.4,mm,0.19999999999999998 to 0.4,N,None,Out of Control,Y,8.6,N,Operator verified,Y
BRE-037,Bread,Line-1,B,Op-101,2025-01-19 15:00:00,2025-01-19 15:20:00,20.6,1,Milling,Wheat (1000),Wheat-LOT3879,0.22,Roller Mill,Bühler MDDK,Feed Rate,200.0,198.18,kg,190.0 to 210.0,N,None,In Control,N,7.33,N,Sensor recalibrated,Y
BRE-037,Bread,Line-1,B,Op-101,2025-01-19 15:20:00,2025-01-19 15:40:00,20.6,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT7955, Water-LOT7346, Yeast-LOT2056",-0.72,Dough Mixer,Diosna SP120,Rotation Speed,80.0,80.32,rpm,60 to 120,N,None,In Control,Y,7.74,N,All normal,Y
BRE-037,Bread,Line-1,B,Op-101,2025-01-19 15:20:00,2025-01-19 15:40:00,20.6,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT7955, Water-LOT7346, Yeast-LOT2056",-0.72,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.8,°C,25 to 27,N,None,In Control,N,7.61,N,All normal,Y
BRE-037,Bread,Line-1,B,Op-101,2025-01-19 15:40:00,2025-01-19 16:00:00,20.6,3,Fermentation,Dough (1000),Dough-LOT4778,2.22,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.8,°C,30 to 35,N,None,In Control,N,7.1,N,Routine maintenance soon,Y
BRE-037,Bread,Line-1,B,Op-101,2025-01-19 15:40:00,2025-01-19 16:00:00,20.6,3,Fermentation,Dough (1000),Dough-LOT4778,2.22,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,79.39,%,75 to 85,N,None,In Control,N,6.72,N,Adjustment required,Y
BRE-037,Bread,Line-1,B,Op-101,2025-01-19 16:00:00,2025-01-19 16:20:00,20.6,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6550,-3.04,Industrial Oven,MIWE Aero,Oven Temp,230.0,230.4,°C,200 to 250,N,None,In Control,N,6.53,N,Equipment stable,Y
BRE-037,Bread,Line-1,B,Op-101,2025-01-19 16:00:00,2025-01-19 16:20:00,20.6,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6550,-3.04,Industrial Oven,MIWE Aero,Baking Time,25.0,25.97,min,20 to 30,N,None,In Control,N,5.98,N,Routine maintenance soon,Y
BRE-038,Bread,Line-2,C,Op-303,2025-01-20 12:00:00,2025-01-20 12:20:00,24.0,1,Milling,Wheat (1000),Wheat-LOT9743,-1.18,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,6.27,Y,Minor deviation corrected,Y
BRE-038,Bread,Line-2,C,Op-303,2025-01-20 12:00:00,2025-01-20 12:20:00,24.0,1,Milling,Wheat (1000),Wheat-LOT9743,-1.18,Roller Mill,Bühler MDDK,Feed Rate,200.0,202.27,kg,190.0 to 210.0,N,None,In Control,N,6.74,N,Routine maintenance soon,Y
BRE-038,Bread,Line-2,C,Op-303,2025-01-20 12:20:00,2025-01-20 12:40:00,24.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4367, Water-LOT6406, Yeast-LOT7573",0.47,Dough Mixer,Diosna SP120,Rotation Speed,80.0,81.93,rpm,60 to 120,N,None,In Control,Y,7.25,N,All normal,Y
BRE-038,Bread,Line-2,C,Op-303,2025-01-20 12:20:00,2025-01-20 12:40:00,24.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4367, Water-LOT6406, Yeast-LOT7573",0.47,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.1,°C,25 to 27,N,None,In Control,Y,7.63,Y,Operator verified,Y
BRE-038,Bread,Line-2,C,Op-303,2025-01-20 12:40:00,2025-01-20 13:00:00,24.0,3,Fermentation,Dough (1000),Dough-LOT9237,-0.17,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.5,°C,30 to 35,N,None,In Control,N,7.34,N,Adjustment required,Y
BRE-038,Bread,Line-2,C,Op-303,2025-01-20 12:40:00,2025-01-20 13:00:00,24.0,3,Fermentation,Dough (1000),Dough-LOT9237,-0.17,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,80.97,%,75 to 85,N,None,In Control,Y,7.13,N,All normal,Y
BRE-038,Bread,Line-2,C,Op-303,2025-01-20 13:00:00,2025-01-20 13:20:00,24.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT8720,2.08,Industrial Oven,MIWE Aero,Oven Temp,230.0,235.2,°C,200 to 250,N,None,In Control,N,6.81,N,Operator verified,Y
BRE-038,Bread,Line-2,C,Op-303,2025-01-20 13:00:00,2025-01-20 13:20:00,24.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT8720,2.08,Industrial Oven,MIWE Aero,Baking Time,25.0,24.73,min,20 to 30,N,None,In Control,Y,6.85,N,Routine maintenance soon,Y
BRE-039,Bread,Line-2,C,Op-404,2025-01-20 18:00:00,2025-01-20 18:20:00,18.4,1,Milling,Wheat (1000),Wheat-LOT7386,-0.42,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,6.82,N,Sensor recalibrated,Y
BRE-039,Bread,Line-2,C,Op-404,2025-01-20 18:00:00,2025-01-20 18:20:00,18.4,1,Milling,Wheat (1000),Wheat-LOT7386,-0.42,Roller Mill,Bühler MDDK,Feed Rate,200.0,199.97,kg,190.0 to 210.0,N,None,In Control,Y,6.69,N,All normal,Y
BRE-039,Bread,Line-2,C,Op-404,2025-01-20 18:20:00,2025-01-20 18:40:00,18.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6120, Water-LOT5043, Yeast-LOT4945",1.32,Dough Mixer,Diosna SP120,Rotation Speed,80.0,92.23,rpm,60 to 120,N,None,In Control,N,8.95,N,Filter check done,Y
BRE-039,Bread,Line-2,C,Op-404,2025-01-20 18:20:00,2025-01-20 18:40:00,18.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6120, Water-LOT5043, Yeast-LOT4945",1.32,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.7,°C,25 to 27,N,None,In Control,N,9.11,N,Minor deviation corrected,Y
BRE-039,Bread,Line-2,C,Op-404,2025-01-20 18:40:00,2025-01-20 19:00:00,18.4,3,Fermentation,Dough (1000),Dough-LOT5227,-3.48,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.1,°C,30 to 35,N,None,In Control,Y,9.03,N,Minor deviation corrected,Y
BRE-039,Bread,Line-2,C,Op-404,2025-01-20 18:40:00,2025-01-20 19:00:00,18.4,3,Fermentation,Dough (1000),Dough-LOT5227,-3.48,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,79.67,%,75 to 85,N,None,In Control,N,7.73,N,Filter check done,Y
BRE-039,Bread,Line-2,C,Op-404,2025-01-20 19:00:00,2025-01-20 19:20:00,18.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7202,0.1,Industrial Oven,MIWE Aero,Oven Temp,230.0,224.9,°C,200 to 250,N,None,In Control,N,7.33,N,Sensor recalibrated,Y
BRE-039,Bread,Line-2,C,Op-404,2025-01-20 19:00:00,2025-01-20 19:20:00,18.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7202,0.1,Industrial Oven,MIWE Aero,Baking Time,25.0,24.79,min,20 to 30,N,None,In Control,N,8.99,N,Routine maintenance soon,Y
BRE-040,Bread,Line-3,C,Op-303,2025-01-21 09:00:00,2025-01-21 09:20:00,23.4,1,Milling,Wheat (1000),Wheat-LOT3870,1.42,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,7.23,N,Operator verified,Y
BRE-040,Bread,Line-3,C,Op-303,2025-01-21 09:00:00,2025-01-21 09:20:00,23.4,1,Milling,Wheat (1000),Wheat-LOT3870,1.42,Roller Mill,Bühler MDDK,Feed Rate,200.0,204.12,kg,190.0 to 210.0,N,None,In Control,N,7.65,N,Equipment stable,Y
BRE-040,Bread,Line-3,C,Op-303,2025-01-21 09:20:00,2025-01-21 09:40:00,23.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4820, Water-LOT9750, Yeast-LOT4917",-1.21,Dough Mixer,Diosna SP120,Rotation Speed,80.0,81.86,rpm,60 to 120,N,None,In Control,Y,7.56,N,Sensor recalibrated,Y
BRE-040,Bread,Line-3,C,Op-303,2025-01-21 09:20:00,2025-01-21 09:40:00,23.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4820, Water-LOT9750, Yeast-LOT4917",-1.21,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.2,°C,25 to 27,N,None,In Control,Y,6.87,N,All normal,Y
BRE-040,Bread,Line-3,C,Op-303,2025-01-21 09:40:00,2025-01-21 10:00:00,23.4,3,Fermentation,Dough (1000),Dough-LOT7303,-1.81,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,33.6,°C,30 to 35,N,None,In Control,Y,6.88,N,Adjustment required,Y
BRE-040,Bread,Line-3,C,Op-303,2025-01-21 09:40:00,2025-01-21 10:00:00,23.4,3,Fermentation,Dough (1000),Dough-LOT7303,-1.81,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,82.74,%,75 to 85,N,None,In Control,N,7.35,N,Sensor recalibrated,Y
BRE-040,Bread,Line-3,C,Op-303,2025-01-21 10:00:00,2025-01-21 10:20:00,23.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT1431,-2.37,Industrial Oven,MIWE Aero,Oven Temp,230.0,237.5,°C,200 to 250,N,None,In Control,N,7.96,N,All normal,Y
BRE-040,Bread,Line-3,C,Op-303,2025-01-21 10:00:00,2025-01-21 10:20:00,23.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT1431,-2.37,Industrial Oven,MIWE Aero,Baking Time,25.0,21.99,min,20 to 30,N,None,In Control,N,7.74,N,Minor deviation corrected,Y
BRE-041,Bread,Line-2,A,Op-101,2025-01-21 12:00:00,2025-01-21 12:20:00,21.1,1,Milling,Wheat (1000),Wheat-LOT9295,-3.98,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,7.83,N,Operator verified,Y
BRE-041,Bread,Line-2,A,Op-101,2025-01-21 12:00:00,2025-01-21 12:20:00,21.1,1,Milling,Wheat (1000),Wheat-LOT9295,-3.98,Roller Mill,Bühler MDDK,Feed Rate,200.0,199.81,kg,190.0 to 210.0,N,None,In Control,Y,8.31,N,Adjustment required,Y
BRE-041,Bread,Line-2,A,Op-101,2025-01-21 12:20:00,2025-01-21 12:40:00,21.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4674, Water-LOT9078, Yeast-LOT2873",0.16,Dough Mixer,Diosna SP120,Rotation Speed,80.0,84.52,rpm,60 to 120,N,None,In Control,Y,6.87,N,Filter check done,Y
BRE-041,Bread,Line-2,A,Op-101,2025-01-21 12:20:00,2025-01-21 12:40:00,21.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4674, Water-LOT9078, Yeast-LOT2873",0.16,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.3,°C,25 to 27,N,None,In Control,N,7.32,Y,All normal,Y
BRE-041,Bread,Line-2,A,Op-101,2025-01-21 12:40:00,2025-01-21 13:00:00,21.1,3,Fermentation,Dough (1000),Dough-LOT4754,-2.05,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.7,°C,30 to 35,N,None,In Control,N,8.54,Y,Operator verified,Y
BRE-041,Bread,Line-2,A,Op-101,2025-01-21 12:40:00,2025-01-21 13:00:00,21.1,3,Fermentation,Dough (1000),Dough-LOT4754,-2.05,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,77.56,%,75 to 85,N,None,In Control,Y,8.51,N,All normal,Y
BRE-041,Bread,Line-2,A,Op-101,2025-01-21 13:00:00,2025-01-21 13:20:00,21.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3559,-0.76,Industrial Oven,MIWE Aero,Oven Temp,230.0,245.6,°C,200 to 250,N,None,Out of Control,Y,6.59,N,Sensor recalibrated,Y
BRE-041,Bread,Line-2,A,Op-101,2025-01-21 13:00:00,2025-01-21 13:20:00,21.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3559,-0.76,Industrial Oven,MIWE Aero,Baking Time,25.0,25.55,min,20 to 30,N,None,In Control,N,6.63,N,Sensor recalibrated,Y
BRE-042,Bread,Line-2,C,Op-202,2025-01-22 14:00:00,2025-01-22 14:20:00,21.0,1,Milling,Wheat (1000),Wheat-LOT8150,0.96,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,6.75,N,All normal,Y
BRE-042,Bread,Line-2,C,Op-202,2025-01-22 14:00:00,2025-01-22 14:20:00,21.0,1,Milling,Wheat (1000),Wheat-LOT8150,0.96,Roller Mill,Bühler MDDK,Feed Rate,200.0,200.86,kg,190.0 to 210.0,N,None,In Control,N,6.96,N,Filter check done,Y
BRE-042,Bread,Line-2,C,Op-202,2025-01-22 14:20:00,2025-01-22 14:40:00,21.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT9471, Water-LOT5086, Yeast-LOT6212",2.71,Dough Mixer,Diosna SP120,Rotation Speed,80.0,83.14,rpm,60 to 120,N,None,In Control,Y,7.18,N,All normal,Y
